Day of Date2020,Route1,Measure Names,Measure Values
"June 3, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.497326203
"June 2, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.528534923
"June 1, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.449965963
"May 31, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.575743494
"May 30, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.689260563
"May 29, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.600892534
"May 28, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.485264133
"May 27, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.449125952
"May 26, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.391768293
"May 25, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.649774210
"May 24, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.709608541
"May 23, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.666257900
"May 22, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.597703077
"May 21, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.493048973
"May 20, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.515302067
"May 19, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.565592374
"May 18, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.527571172
"May 17, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.658019400
"May 16, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.727011494
"May 15, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.654464910
"May 14, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.569589702
"May 13, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.576182930
"May 12, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.526663002
"May 11, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.545045045
"May 10, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.614297945
"May 9, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.671332510
"May 8, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.656990915
"May 7, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.581885397
"May 6, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.533937760
"May 5, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.55
"May 4, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.562630480
"May 3, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.707910751
"May 2, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.760561029
"May 1, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.749595116
"April 30, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.612182296
"April 29, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.600103199
"April 28, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.638806772
"April 27, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.624603861
"April 26, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.757139310
"April 25, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.839847194
"April 24, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.8096
"April 23, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.704624160
"April 22, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.714285714
"April 21, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.696256684
"April 20, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.736055068
"April 19, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.758353222
"April 18, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.802603800
"April 17, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.747855392
"April 16, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.680421825
"April 15, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.649104859
"April 14, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.649104859
"April 13, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.632498544
"April 12, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.814751286
"April 11, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.762316509
"April 10, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.792628774
"April 9, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.761199696
"April 8, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.703035060
"April 7, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.698211045
"April 6, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.758512437
"April 5, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.837394564
"April 4, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.821964286
"April 3, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.766028563
"April 2, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.753252116
"April 1, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.727321524
"March 31, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.755913437
"March 30, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.803386848
"March 29, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.880852060
"March 28, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.886640316
"March 27, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.804520853
"March 26, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.707498836
"March 25, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.670426680
"March 24, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.586078640
"March 23, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.582509110
"March 22, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.651263722
"March 21, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.613873651
"March 20, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.493297587
"March 19, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.450450450
"March 18, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.378407269
"March 17, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.336467823
"March 16, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.191116672
"March 15, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.222085133
"March 14, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.377538334
"March 13, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.060231352
"March 12, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.103409726
"March 11, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.126126126
"March 10, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.146688742
"March 9, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.030875409
"March 8, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.156483791
"March 7, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.154537080
"March 6, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.083571137
"March 5, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.083772882
"March 4, 2020",Anacortes - San Juan Domestic,Percentage Change,0.109567901
"March 3, 2020",Anacortes - San Juan Domestic,Percentage Change,-0.028784648
"March 2, 2020",Anacortes - San Juan Domestic,Percentage Change,0.030382596
"March 1, 2020",Anacortes - San Juan Domestic,Percentage Change,0.089787526
"June 3, 2020",Anacortes - San Juan Domestic,2020 Ridership,2632
"June 2, 2020",Anacortes - San Juan Domestic,2020 Ridership,2214
"June 1, 2020",Anacortes - San Juan Domestic,2020 Ridership,2424
"May 31, 2020",Anacortes - San Juan Domestic,2020 Ridership,1826
"May 30, 2020",Anacortes - San Juan Domestic,2020 Ridership,2118
"May 29, 2020",Anacortes - San Juan Domestic,2020 Ridership,3309
"May 28, 2020",Anacortes - San Juan Domestic,2020 Ridership,2777
"May 27, 2020",Anacortes - San Juan Domestic,2020 Ridership,2458
"May 26, 2020",Anacortes - San Juan Domestic,2020 Ridership,2394
"May 25, 2020",Anacortes - San Juan Domestic,2020 Ridership,1396
"May 24, 2020",Anacortes - San Juan Domestic,2020 Ridership,2040
"May 23, 2020",Anacortes - San Juan Domestic,2020 Ridership,3538
"May 22, 2020",Anacortes - San Juan Domestic,2020 Ridership,4799
"May 21, 2020",Anacortes - San Juan Domestic,2020 Ridership,3209
"May 20, 2020",Anacortes - San Juan Domestic,2020 Ridership,2439
"May 19, 2020",Anacortes - San Juan Domestic,2020 Ridership,1914
"May 18, 2020",Anacortes - San Juan Domestic,2020 Ridership,1842
"May 17, 2020",Anacortes - San Juan Domestic,2020 Ridership,1516
"May 16, 2020",Anacortes - San Juan Domestic,2020 Ridership,1900
"May 15, 2020",Anacortes - San Juan Domestic,2020 Ridership,2964
"May 14, 2020",Anacortes - San Juan Domestic,2020 Ridership,2140
"May 13, 2020",Anacortes - San Juan Domestic,2020 Ridership,1872
"May 12, 2020",Anacortes - San Juan Domestic,2020 Ridership,1722
"May 11, 2020",Anacortes - San Juan Domestic,2020 Ridership,1818
"May 10, 2020",Anacortes - San Juan Domestic,2020 Ridership,1802
"May 9, 2020",Anacortes - San Juan Domestic,2020 Ridership,2395
"May 8, 2020",Anacortes - San Juan Domestic,2020 Ridership,3096
"May 7, 2020",Anacortes - San Juan Domestic,2020 Ridership,2262
"May 6, 2020",Anacortes - San Juan Domestic,2020 Ridership,1902
"May 5, 2020",Anacortes - San Juan Domestic,2020 Ridership,1620
"May 4, 2020",Anacortes - San Juan Domestic,2020 Ridership,1676
"May 3, 2020",Anacortes - San Juan Domestic,2020 Ridership,1152
"May 2, 2020",Anacortes - San Juan Domestic,2020 Ridership,1434
"May 1, 2020",Anacortes - San Juan Domestic,2020 Ridership,2010
"April 30, 2020",Anacortes - San Juan Domestic,2020 Ridership,1770
"April 29, 2020",Anacortes - San Juan Domestic,2020 Ridership,1550
"April 28, 2020",Anacortes - San Juan Domestic,2020 Ridership,1344
"April 27, 2020",Anacortes - San Juan Domestic,2020 Ridership,1303
"April 26, 2020",Anacortes - San Juan Domestic,2020 Ridership,978
"April 25, 2020",Anacortes - San Juan Domestic,2020 Ridership,1090
"April 24, 2020",Anacortes - San Juan Domestic,2020 Ridership,1547
"April 23, 2020",Anacortes - San Juan Domestic,2020 Ridership,1450
"April 22, 2020",Anacortes - San Juan Domestic,2020 Ridership,1182
"April 21, 2020",Anacortes - San Juan Domestic,2020 Ridership,1136
"April 20, 2020",Anacortes - San Juan Domestic,2020 Ridership,1112
"April 19, 2020",Anacortes - San Juan Domestic,2020 Ridership,810
"April 18, 2020",Anacortes - San Juan Domestic,2020 Ridership,1122
"April 17, 2020",Anacortes - San Juan Domestic,2020 Ridership,1646
"April 16, 2020",Anacortes - San Juan Domestic,2020 Ridership,1394
"April 15, 2020",Anacortes - San Juan Domestic,2020 Ridership,1372
"April 14, 2020",Anacortes - San Juan Domestic,2020 Ridership,1372
"April 13, 2020",Anacortes - San Juan Domestic,2020 Ridership,1262
"April 12, 2020",Anacortes - San Juan Domestic,2020 Ridership,648
"April 11, 2020",Anacortes - San Juan Domestic,2020 Ridership,1182
"April 10, 2020",Anacortes - San Juan Domestic,2020 Ridership,1401
"April 9, 2020",Anacortes - San Juan Domestic,2020 Ridership,1258
"April 8, 2020",Anacortes - San Juan Domestic,2020 Ridership,1135
"April 7, 2020",Anacortes - San Juan Domestic,2020 Ridership,1164
"April 6, 2020",Anacortes - San Juan Domestic,2020 Ridership,1000
"April 5, 2020",Anacortes - San Juan Domestic,2020 Ridership,694
"April 4, 2020",Anacortes - San Juan Domestic,2020 Ridership,997
"April 3, 2020",Anacortes - San Juan Domestic,2020 Ridership,1540
"April 2, 2020",Anacortes - San Juan Domestic,2020 Ridership,1195
"April 1, 2020",Anacortes - San Juan Domestic,2020 Ridership,1016
"March 31, 2020",Anacortes - San Juan Domestic,2020 Ridership,970
"March 30, 2020",Anacortes - San Juan Domestic,2020 Ridership,894
"March 29, 2020",Anacortes - San Juan Domestic,2020 Ridership,509
"March 28, 2020",Anacortes - San Juan Domestic,2020 Ridership,717
"March 27, 2020",Anacortes - San Juan Domestic,2020 Ridership,1228
"March 26, 2020",Anacortes - San Juan Domestic,2020 Ridership,1256
"March 25, 2020",Anacortes - San Juan Domestic,2020 Ridership,1344
"March 24, 2020",Anacortes - San Juan Domestic,2020 Ridership,1558
"March 23, 2020",Anacortes - San Juan Domestic,2020 Ridership,1604
"March 22, 2020",Anacortes - San Juan Domestic,2020 Ridership,1366
"March 21, 2020",Anacortes - San Juan Domestic,2020 Ridership,2182
"March 20, 2020",Anacortes - San Juan Domestic,2020 Ridership,3024
"March 19, 2020",Anacortes - San Juan Domestic,2020 Ridership,2440
"March 18, 2020",Anacortes - San Juan Domestic,2020 Ridership,2326
"March 17, 2020",Anacortes - San Juan Domestic,2020 Ridership,2258
"March 16, 2020",Anacortes - San Juan Domestic,2020 Ridership,2586
"March 15, 2020",Anacortes - San Juan Domestic,2020 Ridership,2522
"March 14, 2020",Anacortes - San Juan Domestic,2020 Ridership,3004
"March 13, 2020",Anacortes - San Juan Domestic,2020 Ridership,4712
"March 12, 2020",Anacortes - San Juan Domestic,2020 Ridership,3208
"March 11, 2020",Anacortes - San Juan Domestic,2020 Ridership,2716
"March 10, 2020",Anacortes - San Juan Domestic,2020 Ridership,2577
"March 9, 2020",Anacortes - San Juan Domestic,2020 Ridership,2668
"March 8, 2020",Anacortes - San Juan Domestic,2020 Ridership,2706
"March 7, 2020",Anacortes - San Juan Domestic,2020 Ridership,3671
"March 6, 2020",Anacortes - San Juan Domestic,2020 Ridership,4496
"March 5, 2020",Anacortes - San Juan Domestic,2020 Ridership,2953
"March 4, 2020",Anacortes - San Juan Domestic,2020 Ridership,2876
"March 3, 2020",Anacortes - San Juan Domestic,2020 Ridership,2733
"March 2, 2020",Anacortes - San Juan Domestic,2020 Ridership,2747
"March 1, 2020",Anacortes - San Juan Domestic,2020 Ridership,3180
"June 3, 2020",Anacortes - San Juan Domestic,2019     Ridership,5236
"June 2, 2020",Anacortes - San Juan Domestic,2019     Ridership,4696
"June 1, 2020",Anacortes - San Juan Domestic,2019     Ridership,4407
"May 31, 2020",Anacortes - San Juan Domestic,2019     Ridership,4304
"May 30, 2020",Anacortes - San Juan Domestic,2019     Ridership,6816
"May 29, 2020",Anacortes - San Juan Domestic,2019     Ridership,8291
"May 28, 2020",Anacortes - San Juan Domestic,2019     Ridership,5395
"May 27, 2020",Anacortes - San Juan Domestic,2019     Ridership,4462
"May 26, 2020",Anacortes - San Juan Domestic,2019     Ridership,3936
"May 25, 2020",Anacortes - San Juan Domestic,2019     Ridership,3986
"May 24, 2020",Anacortes - San Juan Domestic,2019     Ridership,7025
"May 23, 2020",Anacortes - San Juan Domestic,2019     Ridership,10601
"May 22, 2020",Anacortes - San Juan Domestic,2019     Ridership,11929
"May 21, 2020",Anacortes - San Juan Domestic,2019     Ridership,6330
"May 20, 2020",Anacortes - San Juan Domestic,2019     Ridership,5032
"May 19, 2020",Anacortes - San Juan Domestic,2019     Ridership,4406
"May 18, 2020",Anacortes - San Juan Domestic,2019     Ridership,3899
"May 17, 2020",Anacortes - San Juan Domestic,2019     Ridership,4433
"May 16, 2020",Anacortes - San Juan Domestic,2019     Ridership,6960
"May 15, 2020",Anacortes - San Juan Domestic,2019     Ridership,8578
"May 14, 2020",Anacortes - San Juan Domestic,2019     Ridership,4972
"May 13, 2020",Anacortes - San Juan Domestic,2019     Ridership,4417
"May 12, 2020",Anacortes - San Juan Domestic,2019     Ridership,3638
"May 11, 2020",Anacortes - San Juan Domestic,2019     Ridership,3996
"May 10, 2020",Anacortes - San Juan Domestic,2019     Ridership,4672
"May 9, 2020",Anacortes - San Juan Domestic,2019     Ridership,7287
"May 8, 2020",Anacortes - San Juan Domestic,2019     Ridership,9026
"May 7, 2020",Anacortes - San Juan Domestic,2019     Ridership,5410
"May 6, 2020",Anacortes - San Juan Domestic,2019     Ridership,4081
"May 5, 2020",Anacortes - San Juan Domestic,2019     Ridership,3600
"May 4, 2020",Anacortes - San Juan Domestic,2019     Ridership,3832
"May 3, 2020",Anacortes - San Juan Domestic,2019     Ridership,3944
"May 2, 2020",Anacortes - San Juan Domestic,2019     Ridership,5989
"May 1, 2020",Anacortes - San Juan Domestic,2019     Ridership,8027
"April 30, 2020",Anacortes - San Juan Domestic,2019     Ridership,4564
"April 29, 2020",Anacortes - San Juan Domestic,2019     Ridership,3876
"April 28, 2020",Anacortes - San Juan Domestic,2019     Ridership,3721
"April 27, 2020",Anacortes - San Juan Domestic,2019     Ridership,3471
"April 26, 2020",Anacortes - San Juan Domestic,2019     Ridership,4027
"April 25, 2020",Anacortes - San Juan Domestic,2019     Ridership,6806
"April 24, 2020",Anacortes - San Juan Domestic,2019     Ridership,8125
"April 23, 2020",Anacortes - San Juan Domestic,2019     Ridership,4909
"April 22, 2020",Anacortes - San Juan Domestic,2019     Ridership,4137
"April 21, 2020",Anacortes - San Juan Domestic,2019     Ridership,3740
"April 20, 2020",Anacortes - San Juan Domestic,2019     Ridership,4213
"April 19, 2020",Anacortes - San Juan Domestic,2019     Ridership,3352
"April 18, 2020",Anacortes - San Juan Domestic,2019     Ridership,5684
"April 17, 2020",Anacortes - San Juan Domestic,2019     Ridership,6528
"April 16, 2020",Anacortes - San Juan Domestic,2019     Ridership,4362
"April 15, 2020",Anacortes - San Juan Domestic,2019     Ridership,3910
"April 14, 2020",Anacortes - San Juan Domestic,2019     Ridership,3910
"April 13, 2020",Anacortes - San Juan Domestic,2019     Ridership,3434
"April 12, 2020",Anacortes - San Juan Domestic,2019     Ridership,3498
"April 11, 2020",Anacortes - San Juan Domestic,2019     Ridership,4973
"April 10, 2020",Anacortes - San Juan Domestic,2019     Ridership,6756
"April 9, 2020",Anacortes - San Juan Domestic,2019     Ridership,5268
"April 8, 2020",Anacortes - San Juan Domestic,2019     Ridership,3822
"April 7, 2020",Anacortes - San Juan Domestic,2019     Ridership,3857
"April 6, 2020",Anacortes - San Juan Domestic,2019     Ridership,4141
"April 5, 2020",Anacortes - San Juan Domestic,2019     Ridership,4268
"April 4, 2020",Anacortes - San Juan Domestic,2019     Ridership,5600
"April 3, 2020",Anacortes - San Juan Domestic,2019     Ridership,6582
"April 2, 2020",Anacortes - San Juan Domestic,2019     Ridership,4843
"April 1, 2020",Anacortes - San Juan Domestic,2019     Ridership,3726
"March 31, 2020",Anacortes - San Juan Domestic,2019     Ridership,3974
"March 30, 2020",Anacortes - San Juan Domestic,2019     Ridership,4547
"March 29, 2020",Anacortes - San Juan Domestic,2019     Ridership,4272
"March 28, 2020",Anacortes - San Juan Domestic,2019     Ridership,6325
"March 27, 2020",Anacortes - San Juan Domestic,2019     Ridership,6282
"March 26, 2020",Anacortes - San Juan Domestic,2019     Ridership,4294
"March 25, 2020",Anacortes - San Juan Domestic,2019     Ridership,4078
"March 24, 2020",Anacortes - San Juan Domestic,2019     Ridership,3764
"March 23, 2020",Anacortes - San Juan Domestic,2019     Ridership,3842
"March 22, 2020",Anacortes - San Juan Domestic,2019     Ridership,3917
"March 21, 2020",Anacortes - San Juan Domestic,2019     Ridership,5651
"March 20, 2020",Anacortes - San Juan Domestic,2019     Ridership,5968
"March 19, 2020",Anacortes - San Juan Domestic,2019     Ridership,4440
"March 18, 2020",Anacortes - San Juan Domestic,2019     Ridership,3742
"March 17, 2020",Anacortes - San Juan Domestic,2019     Ridership,3403
"March 16, 2020",Anacortes - San Juan Domestic,2019     Ridership,3197
"March 15, 2020",Anacortes - San Juan Domestic,2019     Ridership,3242
"March 14, 2020",Anacortes - San Juan Domestic,2019     Ridership,4826
"March 13, 2020",Anacortes - San Juan Domestic,2019     Ridership,5014
"March 12, 2020",Anacortes - San Juan Domestic,2019     Ridership,3578
"March 11, 2020",Anacortes - San Juan Domestic,2019     Ridership,3108
"March 10, 2020",Anacortes - San Juan Domestic,2019     Ridership,3020
"March 9, 2020",Anacortes - San Juan Domestic,2019     Ridership,2753
"March 8, 2020",Anacortes - San Juan Domestic,2019     Ridership,3208
"March 7, 2020",Anacortes - San Juan Domestic,2019     Ridership,4342
"March 6, 2020",Anacortes - San Juan Domestic,2019     Ridership,4906
"March 5, 2020",Anacortes - San Juan Domestic,2019     Ridership,3223
"March 4, 2020",Anacortes - San Juan Domestic,2019     Ridership,2592
"March 3, 2020",Anacortes - San Juan Domestic,2019     Ridership,2814
"March 2, 2020",Anacortes - San Juan Domestic,2019     Ridership,2666
"March 1, 2020",Anacortes - San Juan Domestic,2019     Ridership,2918
"June 3, 2020",Interisland,Percentage Change,-0.4375
"June 2, 2020",Interisland,Percentage Change,-0.368421053
"June 1, 2020",Interisland,Percentage Change,-0.212903226
"May 31, 2020",Interisland,Percentage Change,-0.160714286
"May 30, 2020",Interisland,Percentage Change,-0.666666667
"May 29, 2020",Interisland,Percentage Change,-0.152777778
"May 28, 2020",Interisland,Percentage Change,-0.365296804
"May 27, 2020",Interisland,Percentage Change,-0.339080460
"May 26, 2020",Interisland,Percentage Change,-0.084175084
"May 25, 2020",Interisland,Percentage Change,-0.533333333
"May 24, 2020",Interisland,Percentage Change,-0.65625
"May 23, 2020",Interisland,Percentage Change,-0.202531646
"May 22, 2020",Interisland,Percentage Change,-0.074074074
"May 21, 2020",Interisland,Percentage Change,-0.268156425
"May 20, 2020",Interisland,Percentage Change,-0.167741935
"May 19, 2020",Interisland,Percentage Change,-0.19375
"May 18, 2020",Interisland,Percentage Change,-0.245614035
"May 17, 2020",Interisland,Percentage Change,-0.462686567
"May 16, 2020",Interisland,Percentage Change,-0.686567164
"May 15, 2020",Interisland,Percentage Change,-0.126984127
"May 14, 2020",Interisland,Percentage Change,-0.072463768
"May 13, 2020",Interisland,Percentage Change,-0.111111111
"May 12, 2020",Interisland,Percentage Change,-0.454054054
"May 11, 2020",Interisland,Percentage Change,-0.472826087
"May 10, 2020",Interisland,Percentage Change,-0.3
"May 9, 2020",Interisland,Percentage Change,-0.797752809
"May 8, 2020",Interisland,Percentage Change,-0.388235294
"May 7, 2020",Interisland,Percentage Change,-0.260355030
"May 6, 2020",Interisland,Percentage Change,-0.445945946
"May 5, 2020",Interisland,Percentage Change,-0.412037037
"May 4, 2020",Interisland,Percentage Change,-0.458563536
"May 3, 2020",Interisland,Percentage Change,-0.626666667
"May 2, 2020",Interisland,Percentage Change,-0.761290323
"May 1, 2020",Interisland,Percentage Change,-0.379310345
"April 30, 2020",Interisland,Percentage Change,-0.359281437
"April 29, 2020",Interisland,Percentage Change,-0.418994413
"April 28, 2020",Interisland,Percentage Change,-0.183823529
"April 27, 2020",Interisland,Percentage Change,-0.157894737
"April 26, 2020",Interisland,Percentage Change,-0.606557377
"April 25, 2020",Interisland,Percentage Change,-0.759398496
"April 24, 2020",Interisland,Percentage Change,-0.309090909
"April 23, 2020",Interisland,Percentage Change,-0.428571429
"April 22, 2020",Interisland,Percentage Change,-0.427631579
"April 21, 2020",Interisland,Percentage Change,-0.331168831
"April 20, 2020",Interisland,Percentage Change,-0.264957265
"April 19, 2020",Interisland,Percentage Change,-0.5
"April 18, 2020",Interisland,Percentage Change,-0.607594937
"April 17, 2020",Interisland,Percentage Change,-0.458333333
"April 16, 2020",Interisland,Percentage Change,-0.264
"April 15, 2020",Interisland,Percentage Change,-0.438848921
"April 14, 2020",Interisland,Percentage Change,-0.573863636
"April 13, 2020",Interisland,Percentage Change,-0.454545455
"April 12, 2020",Interisland,Percentage Change,-0.734177215
"April 11, 2020",Interisland,Percentage Change,-0.661290323
"April 10, 2020",Interisland,Percentage Change,-0.555555556
"April 9, 2020",Interisland,Percentage Change,-0.561151079
"April 8, 2020",Interisland,Percentage Change,-0.590361446
"April 7, 2020",Interisland,Percentage Change,-0.482993197
"April 6, 2020",Interisland,Percentage Change,-0.487179487
"April 5, 2020",Interisland,Percentage Change,-0.71875
"April 4, 2020",Interisland,Percentage Change,-0.670103093
"April 3, 2020",Interisland,Percentage Change,-0.566176471
"April 2, 2020",Interisland,Percentage Change,-0.423076923
"April 1, 2020",Interisland,Percentage Change,-0.672955975
"March 31, 2020",Interisland,Percentage Change,-0.638554217
"March 30, 2020",Interisland,Percentage Change,-0.559748428
"March 29, 2020",Interisland,Percentage Change,-0.571428571
"March 28, 2020",Interisland,Percentage Change,-0.746478873
"March 27, 2020",Interisland,Percentage Change,-0.413533835
"March 26, 2020",Interisland,Percentage Change,-0.847682119
"March 25, 2020",Interisland,Percentage Change,-0.625592417
"March 24, 2020",Interisland,Percentage Change,-0.45625
"March 23, 2020",Interisland,Percentage Change,-0.323529412
"March 22, 2020",Interisland,Percentage Change,-0.394736842
"March 21, 2020",Interisland,Percentage Change,-0.493333333
"March 20, 2020",Interisland,Percentage Change,0.008928571
"March 19, 2020",Interisland,Percentage Change,-0.063829787
"March 18, 2020",Interisland,Percentage Change,-0.25
"March 17, 2020",Interisland,Percentage Change,-0.356725146
"March 16, 2020",Interisland,Percentage Change,-0.327380952
"March 15, 2020",Interisland,Percentage Change,-0.215686275
"March 14, 2020",Interisland,Percentage Change,-0.480519481
"March 13, 2020",Interisland,Percentage Change,-0.374193548
"March 12, 2020",Interisland,Percentage Change,0.2109375
"March 11, 2020",Interisland,Percentage Change,0.156028369
"March 10, 2020",Interisland,Percentage Change,-0.026666667
"March 9, 2020",Interisland,Percentage Change,0.258620690
"March 8, 2020",Interisland,Percentage Change,0.6
"March 7, 2020",Interisland,Percentage Change,-0.025316456
"March 6, 2020",Interisland,Percentage Change,-0.229411765
"March 5, 2020",Interisland,Percentage Change,0.177304965
"March 4, 2020",Interisland,Percentage Change,0.082191781
"March 3, 2020",Interisland,Percentage Change,-0.100628931
"March 2, 2020",Interisland,Percentage Change,0
"March 1, 2020",Interisland,Percentage Change,0.333333333
"June 3, 2020",Interisland,2020 Ridership,252
"June 2, 2020",Interisland,2020 Ridership,264
"June 1, 2020",Interisland,2020 Ridership,244
"May 31, 2020",Interisland,2020 Ridership,94
"May 30, 2020",Interisland,2020 Ridership,92
"May 29, 2020",Interisland,2020 Ridership,244
"May 28, 2020",Interisland,2020 Ridership,278
"May 27, 2020",Interisland,2020 Ridership,230
"May 26, 2020",Interisland,2020 Ridership,272
"May 25, 2020",Interisland,2020 Ridership,98
"May 24, 2020",Interisland,2020 Ridership,88
"May 23, 2020",Interisland,2020 Ridership,126
"May 22, 2020",Interisland,2020 Ridership,250
"May 21, 2020",Interisland,2020 Ridership,262
"May 20, 2020",Interisland,2020 Ridership,258
"May 19, 2020",Interisland,2020 Ridership,258
"May 18, 2020",Interisland,2020 Ridership,258
"May 17, 2020",Interisland,2020 Ridership,72
"May 16, 2020",Interisland,2020 Ridership,84
"May 15, 2020",Interisland,2020 Ridership,220
"May 14, 2020",Interisland,2020 Ridership,256
"May 13, 2020",Interisland,2020 Ridership,272
"May 12, 2020",Interisland,2020 Ridership,202
"May 11, 2020",Interisland,2020 Ridership,194
"May 10, 2020",Interisland,2020 Ridership,112
"May 9, 2020",Interisland,2020 Ridership,72
"May 8, 2020",Interisland,2020 Ridership,208
"May 7, 2020",Interisland,2020 Ridership,250
"May 6, 2020",Interisland,2020 Ridership,246
"May 5, 2020",Interisland,2020 Ridership,254
"May 4, 2020",Interisland,2020 Ridership,196
"May 3, 2020",Interisland,2020 Ridership,56
"May 2, 2020",Interisland,2020 Ridership,74
"May 1, 2020",Interisland,2020 Ridership,180
"April 30, 2020",Interisland,2020 Ridership,214
"April 29, 2020",Interisland,2020 Ridership,208
"April 28, 2020",Interisland,2020 Ridership,222
"April 27, 2020",Interisland,2020 Ridership,224
"April 26, 2020",Interisland,2020 Ridership,48
"April 25, 2020",Interisland,2020 Ridership,64
"April 24, 2020",Interisland,2020 Ridership,152
"April 23, 2020",Interisland,2020 Ridership,192
"April 22, 2020",Interisland,2020 Ridership,174
"April 21, 2020",Interisland,2020 Ridership,206
"April 20, 2020",Interisland,2020 Ridership,172
