Day of Date2020,Route1,Measure Names,Measure Values
"May 15, 2020",Mukilteo - Clinton,2020 Ridership,8493
"May 14, 2020",Mukilteo - Clinton,2020 Ridership,6325
"May 13, 2020",Mukilteo - Clinton,2020 Ridership,6114
"May 12, 2020",Mukilteo - Clinton,2020 Ridership,5718
"May 11, 2020",Mukilteo - Clinton,2020 Ridership,6426
"May 10, 2020",Mukilteo - Clinton,2020 Ridership,11334
"May 9, 2020",Mukilteo - Clinton,2020 Ridership,11484
"May 8, 2020",Mukilteo - Clinton,2020 Ridership,10363
"May 7, 2020",Mukilteo - Clinton,2020 Ridership,7681
"May 6, 2020",Mukilteo - Clinton,2020 Ridership,5743
"May 5, 2020",Mukilteo - Clinton,2020 Ridership,5771
"May 4, 2020",Mukilteo - Clinton,2020 Ridership,5522
"May 3, 2020",Mukilteo - Clinton,2020 Ridership,5171
"May 2, 2020",Mukilteo - Clinton,2020 Ridership,5562
"May 1, 2020",Mukilteo - Clinton,2020 Ridership,7362
"April 30, 2020",Mukilteo - Clinton,2020 Ridership,5468
"April 29, 2020",Mukilteo - Clinton,2020 Ridership,5228
"April 28, 2020",Mukilteo - Clinton,2020 Ridership,4940
"April 27, 2020",Mukilteo - Clinton,2020 Ridership,4770
"April 26, 2020",Mukilteo - Clinton,2020 Ridership,5500
"April 25, 2020",Mukilteo - Clinton,2020 Ridership,4980
"April 24, 2020",Mukilteo - Clinton,2020 Ridership,5972
"April 23, 2020",Mukilteo - Clinton,2020 Ridership,4674
"April 22, 2020",Mukilteo - Clinton,2020 Ridership,4383
"April 21, 2020",Mukilteo - Clinton,2020 Ridership,4721
"April 20, 2020",Mukilteo - Clinton,2020 Ridership,4692
"April 19, 2020",Mukilteo - Clinton,2020 Ridership,5596
"April 18, 2020",Mukilteo - Clinton,2020 Ridership,5338
"April 17, 2020",Mukilteo - Clinton,2020 Ridership,6203
"April 16, 2020",Mukilteo - Clinton,2020 Ridership,5637
"April 15, 2020",Mukilteo - Clinton,2020 Ridership,4947
"April 14, 2020",Mukilteo - Clinton,2020 Ridership,4408
"April 13, 2020",Mukilteo - Clinton,2020 Ridership,4190
"April 12, 2020",Mukilteo - Clinton,2020 Ridership,4611
"April 11, 2020",Mukilteo - Clinton,2020 Ridership,4882
"April 10, 2020",Mukilteo - Clinton,2020 Ridership,5520
"April 9, 2020",Mukilteo - Clinton,2020 Ridership,4976
"April 8, 2020",Mukilteo - Clinton,2020 Ridership,4414
"April 7, 2020",Mukilteo - Clinton,2020 Ridership,3792
"April 6, 2020",Mukilteo - Clinton,2020 Ridership,3921
"April 5, 2020",Mukilteo - Clinton,2020 Ridership,3544
"April 4, 2020",Mukilteo - Clinton,2020 Ridership,4592
"April 3, 2020",Mukilteo - Clinton,2020 Ridership,4139
"April 2, 2020",Mukilteo - Clinton,2020 Ridership,3683
"April 1, 2020",Mukilteo - Clinton,2020 Ridership,3680
"March 31, 2020",Mukilteo - Clinton,2020 Ridership,3385
"March 30, 2020",Mukilteo - Clinton,2020 Ridership,3331
"March 29, 2020",Mukilteo - Clinton,2020 Ridership,2646
"March 28, 2020",Mukilteo - Clinton,2020 Ridership,2795
"March 27, 2020",Mukilteo - Clinton,2020 Ridership,3385
"March 26, 2020",Mukilteo - Clinton,2020 Ridership,3635
"March 25, 2020",Mukilteo - Clinton,2020 Ridership,3864
"March 24, 2020",Mukilteo - Clinton,2020 Ridership,4190
"March 23, 2020",Mukilteo - Clinton,2020 Ridership,4840
"March 22, 2020",Mukilteo - Clinton,2020 Ridership,5744
"March 21, 2020",Mukilteo - Clinton,2020 Ridership,8132
"March 20, 2020",Mukilteo - Clinton,2020 Ridership,8110
"March 19, 2020",Mukilteo - Clinton,2020 Ridership,6722
"March 18, 2020",Mukilteo - Clinton,2020 Ridership,6589
"March 17, 2020",Mukilteo - Clinton,2020 Ridership,6270
"March 16, 2020",Mukilteo - Clinton,2020 Ridership,6924
"March 15, 2020",Mukilteo - Clinton,2020 Ridership,8129
"March 14, 2020",Mukilteo - Clinton,2020 Ridership,8049
"March 13, 2020",Mukilteo - Clinton,2020 Ridership,8714
"March 12, 2020",Mukilteo - Clinton,2020 Ridership,8183
"March 11, 2020",Mukilteo - Clinton,2020 Ridership,8160
"March 10, 2020",Mukilteo - Clinton,2020 Ridership,7900
"March 9, 2020",Mukilteo - Clinton,2020 Ridership,8012
"March 8, 2020",Mukilteo - Clinton,2020 Ridership,9684
"March 7, 2020",Mukilteo - Clinton,2020 Ridership,10308
"March 6, 2020",Mukilteo - Clinton,2020 Ridership,10101
"March 5, 2020",Mukilteo - Clinton,2020 Ridership,8540
"March 4, 2020",Mukilteo - Clinton,2020 Ridership,8549
"March 3, 2020",Mukilteo - Clinton,2020 Ridership,8556
"March 2, 2020",Mukilteo - Clinton,2020 Ridership,8319
"March 1, 2020",Mukilteo - Clinton,2020 Ridership,9478
"June 3, 2020",Mukilteo - Clinton,2019     Ridership,10484
"June 2, 2020",Mukilteo - Clinton,2019     Ridership,11187
"June 1, 2020",Mukilteo - Clinton,2019     Ridership,10515
"May 31, 2020",Mukilteo - Clinton,2019     Ridership,11339
"May 30, 2020",Mukilteo - Clinton,2019     Ridership,13752
"May 29, 2020",Mukilteo - Clinton,2019     Ridership,12604
"May 28, 2020",Mukilteo - Clinton,2019     Ridership,10898
"May 27, 2020",Mukilteo - Clinton,2019     Ridership,10672
"May 26, 2020",Mukilteo - Clinton,2019     Ridership,10850
"May 25, 2020",Mukilteo - Clinton,2019     Ridership,11964
"May 24, 2020",Mukilteo - Clinton,2019     Ridership,14853
"May 23, 2020",Mukilteo - Clinton,2019     Ridership,13851
"May 22, 2020",Mukilteo - Clinton,2019     Ridership,14606
"May 21, 2020",Mukilteo - Clinton,2019     Ridership,11621
"May 20, 2020",Mukilteo - Clinton,2019     Ridership,11105
"May 19, 2020",Mukilteo - Clinton,2019     Ridership,10725
"May 18, 2020",Mukilteo - Clinton,2019     Ridership,10021
"May 17, 2020",Mukilteo - Clinton,2019     Ridership,11388
"May 16, 2020",Mukilteo - Clinton,2019     Ridership,13995
"May 15, 2020",Mukilteo - Clinton,2019     Ridership,12343
"May 14, 2020",Mukilteo - Clinton,2019     Ridership,10873
"May 13, 2020",Mukilteo - Clinton,2019     Ridership,10627
"May 12, 2020",Mukilteo - Clinton,2019     Ridership,10237
"May 11, 2020",Mukilteo - Clinton,2019     Ridership,10363
"May 10, 2020",Mukilteo - Clinton,2019     Ridership,14425
"May 9, 2020",Mukilteo - Clinton,2019     Ridership,16059
"May 8, 2020",Mukilteo - Clinton,2019     Ridership,13611
"May 7, 2020",Mukilteo - Clinton,2019     Ridership,11567
"May 6, 2020",Mukilteo - Clinton,2019     Ridership,10919
"May 5, 2020",Mukilteo - Clinton,2019     Ridership,10584
"May 4, 2020",Mukilteo - Clinton,2019     Ridership,10177
"May 3, 2020",Mukilteo - Clinton,2019     Ridership,11471
"May 2, 2020",Mukilteo - Clinton,2019     Ridership,14105
"May 1, 2020",Mukilteo - Clinton,2019     Ridership,12411
"April 30, 2020",Mukilteo - Clinton,2019     Ridership,10447
"April 29, 2020",Mukilteo - Clinton,2019     Ridership,10413
"April 28, 2020",Mukilteo - Clinton,2019     Ridership,10536
"April 27, 2020",Mukilteo - Clinton,2019     Ridership,10011
"April 26, 2020",Mukilteo - Clinton,2019     Ridership,11968
"April 25, 2020",Mukilteo - Clinton,2019     Ridership,12830
"April 24, 2020",Mukilteo - Clinton,2019     Ridership,13072
"April 23, 2020",Mukilteo - Clinton,2019     Ridership,11024
"April 22, 2020",Mukilteo - Clinton,2019     Ridership,10958
"April 21, 2020",Mukilteo - Clinton,2019     Ridership,9644
"April 20, 2020",Mukilteo - Clinton,2019     Ridership,10030
"April 19, 2020",Mukilteo - Clinton,2019     Ridership,13790
"April 18, 2020",Mukilteo - Clinton,2019     Ridership,15167
"April 17, 2020",Mukilteo - Clinton,2019     Ridership,12253
"April 16, 2020",Mukilteo - Clinton,2019     Ridership,10908
"April 15, 2020",Mukilteo - Clinton,2019     Ridership,10239
"April 14, 2020",Mukilteo - Clinton,2019     Ridership,10004
"April 13, 2020",Mukilteo - Clinton,2019     Ridership,9801
"April 12, 2020",Mukilteo - Clinton,2019     Ridership,9793
"April 11, 2020",Mukilteo - Clinton,2019     Ridership,11777
"April 10, 2020",Mukilteo - Clinton,2019     Ridership,12876
"April 9, 2020",Mukilteo - Clinton,2019     Ridership,10985
"April 8, 2020",Mukilteo - Clinton,2019     Ridership,10007
"April 7, 2020",Mukilteo - Clinton,2019     Ridership,10461
"April 6, 2020",Mukilteo - Clinton,2019     Ridership,9642
"April 5, 2020",Mukilteo - Clinton,2019     Ridership,10478
"April 4, 2020",Mukilteo - Clinton,2019     Ridership,12107
"April 3, 2020",Mukilteo - Clinton,2019     Ridership,12045
"April 2, 2020",Mukilteo - Clinton,2019     Ridership,11265
"April 1, 2020",Mukilteo - Clinton,2019     Ridership,11061
"March 31, 2020",Mukilteo - Clinton,2019     Ridership,10847
"March 30, 2020",Mukilteo - Clinton,2019     Ridership,11418
"March 29, 2020",Mukilteo - Clinton,2019     Ridership,11687
"March 28, 2020",Mukilteo - Clinton,2019     Ridership,14251
"March 27, 2020",Mukilteo - Clinton,2019     Ridership,12479
"March 26, 2020",Mukilteo - Clinton,2019     Ridership,11052
"March 25, 2020",Mukilteo - Clinton,2019     Ridership,10770
"March 24, 2020",Mukilteo - Clinton,2019     Ridership,10630
"March 23, 2020",Mukilteo - Clinton,2019     Ridership,9026
"March 22, 2020",Mukilteo - Clinton,2019     Ridership,11421
"March 21, 2020",Mukilteo - Clinton,2019     Ridership,12788
"March 20, 2020",Mukilteo - Clinton,2019     Ridership,11340
"March 19, 2020",Mukilteo - Clinton,2019     Ridership,10424
"March 18, 2020",Mukilteo - Clinton,2019     Ridership,10021
"March 17, 2020",Mukilteo - Clinton,2019     Ridership,10620
"March 16, 2020",Mukilteo - Clinton,2019     Ridership,10082
"March 15, 2020",Mukilteo - Clinton,2019     Ridership,11190
"March 14, 2020",Mukilteo - Clinton,2019     Ridership,13445
"March 13, 2020",Mukilteo - Clinton,2019     Ridership,11557
"March 12, 2020",Mukilteo - Clinton,2019     Ridership,10450
"March 11, 2020",Mukilteo - Clinton,2019     Ridership,9351
"March 10, 2020",Mukilteo - Clinton,2019     Ridership,9276
"March 9, 2020",Mukilteo - Clinton,2019     Ridership,8936
"March 8, 2020",Mukilteo - Clinton,2019     Ridership,10324
"March 7, 2020",Mukilteo - Clinton,2019     Ridership,12193
"March 6, 2020",Mukilteo - Clinton,2019     Ridership,10537
"March 5, 2020",Mukilteo - Clinton,2019     Ridership,8655
"March 4, 2020",Mukilteo - Clinton,2019     Ridership,8911
"March 3, 2020",Mukilteo - Clinton,2019     Ridership,9402
"March 2, 2020",Mukilteo - Clinton,2019     Ridership,9025
"March 1, 2020",Mukilteo - Clinton,2019     Ridership,11241
"June 3, 2020",Point Defiance - Tahlequah,Percentage Change,-0.277253219
"June 2, 2020",Point Defiance - Tahlequah,Percentage Change,-0.337881220
"June 1, 2020",Point Defiance - Tahlequah,Percentage Change,-0.240358744
"May 31, 2020",Point Defiance - Tahlequah,Percentage Change,-0.391036907
"May 30, 2020",Point Defiance - Tahlequah,Percentage Change,-0.575549451
"May 29, 2020",Point Defiance - Tahlequah,Percentage Change,-0.256737589
"May 28, 2020",Point Defiance - Tahlequah,Percentage Change,-0.266217355
"May 27, 2020",Point Defiance - Tahlequah,Percentage Change,-0.166666667
"May 26, 2020",Point Defiance - Tahlequah,Percentage Change,-0.193887297
"May 25, 2020",Point Defiance - Tahlequah,Percentage Change,-0.474164134
"May 24, 2020",Point Defiance - Tahlequah,Percentage Change,-0.417568428
"May 23, 2020",Point Defiance - Tahlequah,Percentage Change,-0.307540984
"May 22, 2020",Point Defiance - Tahlequah,Percentage Change,-0.338709677
"May 21, 2020",Point Defiance - Tahlequah,Percentage Change,-0.412322275
"May 20, 2020",Point Defiance - Tahlequah,Percentage Change,-0.356739306
"May 19, 2020",Point Defiance - Tahlequah,Percentage Change,-0.281954887
"May 18, 2020",Point Defiance - Tahlequah,Percentage Change,-0.383363472
"May 17, 2020",Point Defiance - Tahlequah,Percentage Change,-0.501895375
"May 16, 2020",Point Defiance - Tahlequah,Percentage Change,-0.549472296
"May 15, 2020",Point Defiance - Tahlequah,Percentage Change,-0.216836735
"May 14, 2020",Point Defiance - Tahlequah,Percentage Change,-0.302259887
"May 13, 2020",Point Defiance - Tahlequah,Percentage Change,-0.471875
"May 12, 2020",Point Defiance - Tahlequah,Percentage Change,-0.409805735
"May 11, 2020",Point Defiance - Tahlequah,Percentage Change,-0.385915493
"May 10, 2020",Point Defiance - Tahlequah,Percentage Change,-0.390642616
"May 9, 2020",Point Defiance - Tahlequah,Percentage Change,-0.394722066
"May 8, 2020",Point Defiance - Tahlequah,Percentage Change,-0.413316583
"May 7, 2020",Point Defiance - Tahlequah,Percentage Change,-0.416243655
"May 6, 2020",Point Defiance - Tahlequah,Percentage Change,-0.282900627
"May 5, 2020",Point Defiance - Tahlequah,Percentage Change,-0.481132075
"May 4, 2020",Point Defiance - Tahlequah,Percentage Change,-0.427358491
"May 3, 2020",Point Defiance - Tahlequah,Percentage Change,-0.626666667
"May 2, 2020",Point Defiance - Tahlequah,Percentage Change,-0.690976514
"May 1, 2020",Point Defiance - Tahlequah,Percentage Change,-0.252728799
"April 30, 2020",Point Defiance - Tahlequah,Percentage Change,-0.369622476
"April 29, 2020",Point Defiance - Tahlequah,Percentage Change,-0.487117552
"April 28, 2020",Point Defiance - Tahlequah,Percentage Change,-0.451727192
"April 27, 2020",Point Defiance - Tahlequah,Percentage Change,-0.453712191
"April 26, 2020",Point Defiance - Tahlequah,Percentage Change,-0.5703125
"April 25, 2020",Point Defiance - Tahlequah,Percentage Change,-0.600296077
"April 24, 2020",Point Defiance - Tahlequah,Percentage Change,-0.446875
"April 23, 2020",Point Defiance - Tahlequah,Percentage Change,-0.489260143
"April 22, 2020",Point Defiance - Tahlequah,Percentage Change,-0.831700801
"April 21, 2020",Point Defiance - Tahlequah,Percentage Change,-0.450943396
"April 20, 2020",Point Defiance - Tahlequah,Percentage Change,-0.426484018
"April 19, 2020",Point Defiance - Tahlequah,Percentage Change,-0.659474039
"April 18, 2020",Point Defiance - Tahlequah,Percentage Change,-0.722878021
"April 17, 2020",Point Defiance - Tahlequah,Percentage Change,-0.476190476
"April 16, 2020",Point Defiance - Tahlequah,Percentage Change,-0.419270833
"April 15, 2020",Point Defiance - Tahlequah,Percentage Change,-0.476712329
"April 14, 2020",Point Defiance - Tahlequah,Percentage Change,-0.455533597
"April 13, 2020",Point Defiance - Tahlequah,Percentage Change,-0.373048005
"April 12, 2020",Point Defiance - Tahlequah,Percentage Change,-0.749242096
"April 11, 2020",Point Defiance - Tahlequah,Percentage Change,-0.632262997
"April 10, 2020",Point Defiance - Tahlequah,Percentage Change,-0.658814590
"April 9, 2020",Point Defiance - Tahlequah,Percentage Change,-0.445825933
"April 8, 2020",Point Defiance - Tahlequah,Percentage Change,-0.497700092
"April 7, 2020",Point Defiance - Tahlequah,Percentage Change,-0.550855086
"April 6, 2020",Point Defiance - Tahlequah,Percentage Change,-0.528431373
"April 5, 2020",Point Defiance - Tahlequah,Percentage Change,-0.652866242
"April 4, 2020",Point Defiance - Tahlequah,Percentage Change,-0.625960717
"April 3, 2020",Point Defiance - Tahlequah,Percentage Change,-0.554216867
"April 2, 2020",Point Defiance - Tahlequah,Percentage Change,-0.554296506
"April 1, 2020",Point Defiance - Tahlequah,Percentage Change,-0.612561175
"March 31, 2020",Point Defiance - Tahlequah,Percentage Change,0.571428571
"March 30, 2020",Point Defiance - Tahlequah,Percentage Change,-0.611734254
"March 29, 2020",Point Defiance - Tahlequah,Percentage Change,-0.804975923
"March 28, 2020",Point Defiance - Tahlequah,Percentage Change,-0.839545719
"March 27, 2020",Point Defiance - Tahlequah,Percentage Change,-0.641865844
"March 26, 2020",Point Defiance - Tahlequah,Percentage Change,-0.601590106
"March 25, 2020",Point Defiance - Tahlequah,Percentage Change,-0.598597038
"March 24, 2020",Point Defiance - Tahlequah,Percentage Change,-0.517470882
"March 23, 2020",Point Defiance - Tahlequah,Percentage Change,-0.476367006
"March 22, 2020",Point Defiance - Tahlequah,Percentage Change,-0.709592641
"March 21, 2020",Point Defiance - Tahlequah,Percentage Change,-0.658980583
"March 20, 2020",Point Defiance - Tahlequah,Percentage Change,-0.463580667
"March 19, 2020",Point Defiance - Tahlequah,Percentage Change,-0.428936170
"March 18, 2020",Point Defiance - Tahlequah,Percentage Change,-0.362211982
"March 17, 2020",Point Defiance - Tahlequah,Percentage Change,-0.393939394
"March 16, 2020",Point Defiance - Tahlequah,Percentage Change,-0.389502762
"March 15, 2020",Point Defiance - Tahlequah,Percentage Change,-0.420118343
"March 14, 2020",Point Defiance - Tahlequah,Percentage Change,-0.534883721
"March 13, 2020",Point Defiance - Tahlequah,Percentage Change,-0.254208754
"March 12, 2020",Point Defiance - Tahlequah,Percentage Change,-0.213713268
"March 11, 2020",Point Defiance - Tahlequah,Percentage Change,-0.101391650
"March 10, 2020",Point Defiance - Tahlequah,Percentage Change,-0.216681777
"March 9, 2020",Point Defiance - Tahlequah,Percentage Change,0.021229050
"March 8, 2020",Point Defiance - Tahlequah,Percentage Change,-0.195559351
"March 7, 2020",Point Defiance - Tahlequah,Percentage Change,-0.182014388
"March 6, 2020",Point Defiance - Tahlequah,Percentage Change,-0.024953789
"March 5, 2020",Point Defiance - Tahlequah,Percentage Change,-0.046012270
"March 4, 2020",Point Defiance - Tahlequah,Percentage Change,0.163951120
"March 3, 2020",Point Defiance - Tahlequah,Percentage Change,0.008849558
"March 2, 2020",Point Defiance - Tahlequah,Percentage Change,-0.070646766
"March 1, 2020",Point Defiance - Tahlequah,Percentage Change,-0.045714286
"June 3, 2020",Point Defiance - Tahlequah,2020 Ridership,1684
"June 2, 2020",Point Defiance - Tahlequah,2020 Ridership,1650
"June 1, 2020",Point Defiance - Tahlequah,2020 Ridership,1694
"May 31, 2020",Point Defiance - Tahlequah,2020 Ridership,1386
"May 30, 2020",Point Defiance - Tahlequah,2020 Ridership,1236
"May 29, 2020",Point Defiance - Tahlequah,2020 Ridership,2096
"May 28, 2020",Point Defiance - Tahlequah,2020 Ridership,1742
"May 27, 2020",Point Defiance - Tahlequah,2020 Ridership,1950
"May 26, 2020",Point Defiance - Tahlequah,2020 Ridership,1688
"May 25, 2020",Point Defiance - Tahlequah,2020 Ridership,1384
"May 24, 2020",Point Defiance - Tahlequah,2020 Ridership,1830
"May 23, 2020",Point Defiance - Tahlequah,2020 Ridership,2112
"May 22, 2020",Point Defiance - Tahlequah,2020 Ridership,1804
"May 21, 2020",Point Defiance - Tahlequah,2020 Ridership,1488
"May 20, 2020",Point Defiance - Tahlequah,2020 Ridership,1594
"May 19, 2020",Point Defiance - Tahlequah,2020 Ridership,1528
"May 18, 2020",Point Defiance - Tahlequah,2020 Ridership,1364
"May 17, 2020",Point Defiance - Tahlequah,2020 Ridership,1314
"May 16, 2020",Point Defiance - Tahlequah,2020 Ridership,1366
"May 15, 2020",Point Defiance - Tahlequah,2020 Ridership,1842
"May 14, 2020",Point Defiance - Tahlequah,2020 Ridership,1482
"May 13, 2020",Point Defiance - Tahlequah,2020 Ridership,1352
"May 12, 2020",Point Defiance - Tahlequah,2020 Ridership,1276
"May 11, 2020",Point Defiance - Tahlequah,2020 Ridership,1308
"May 10, 2020",Point Defiance - Tahlequah,2020 Ridership,2162
"May 9, 2020",Point Defiance - Tahlequah,2020 Ridership,2156
"May 8, 2020",Point Defiance - Tahlequah,2020 Ridership,1868
"May 7, 2020",Point Defiance - Tahlequah,2020 Ridership,1610
"May 6, 2020",Point Defiance - Tahlequah,2020 Ridership,1602
"May 5, 2020",Point Defiance - Tahlequah,2020 Ridership,1320
"May 4, 2020",Point Defiance - Tahlequah,2020 Ridership,1214
"May 3, 2020",Point Defiance - Tahlequah,2020 Ridership,952
"May 2, 2020",Point Defiance - Tahlequah,2020 Ridership,1000
"May 1, 2020",Point Defiance - Tahlequah,2020 Ridership,1780
"April 30, 2020",Point Defiance - Tahlequah,2020 Ridership,1436
"April 29, 2020",Point Defiance - Tahlequah,2020 Ridership,1274
"April 28, 2020",Point Defiance - Tahlequah,2020 Ridership,1238
"April 27, 2020",Point Defiance - Tahlequah,2020 Ridership,1192
"April 26, 2020",Point Defiance - Tahlequah,2020 Ridership,1100
"April 25, 2020",Point Defiance - Tahlequah,2020 Ridership,1080
"April 24, 2020",Point Defiance - Tahlequah,2020 Ridership,1416
"April 23, 2020",Point Defiance - Tahlequah,2020 Ridership,1284
"April 22, 2020",Point Defiance - Tahlequah,2020 Ridership,378
"April 21, 2020",Point Defiance - Tahlequah,2020 Ridership,1164
"April 20, 2020",Point Defiance - Tahlequah,2020 Ridership,1256
"April 19, 2020",Point Defiance - Tahlequah,2020 Ridership,1010
"April 18, 2020",Point Defiance - Tahlequah,2020 Ridership,986
"April 17, 2020",Point Defiance - Tahlequah,2020 Ridership,1320
"April 16, 2020",Point Defiance - Tahlequah,2020 Ridership,1338
"April 15, 2020",Point Defiance - Tahlequah,2020 Ridership,1146
"April 14, 2020",Point Defiance - Tahlequah,2020 Ridership,1102
"April 13, 2020",Point Defiance - Tahlequah,2020 Ridership,1084
"April 12, 2020",Point Defiance - Tahlequah,2020 Ridership,579
"April 11, 2020",Point Defiance - Tahlequah,2020 Ridership,962
"April 10, 2020",Point Defiance - Tahlequah,2020 Ridership,898
"April 9, 2020",Point Defiance - Tahlequah,2020 Ridership,1248
"April 8, 2020",Point Defiance - Tahlequah,2020 Ridership,1092
"April 7, 2020",Point Defiance - Tahlequah,2020 Ridership,998
"April 6, 2020",Point Defiance - Tahlequah,2020 Ridership,962
"April 5, 2020",Point Defiance - Tahlequah,2020 Ridership,654
"April 4, 2020",Point Defiance - Tahlequah,2020 Ridership,876
"April 3, 2020",Point Defiance - Tahlequah,2020 Ridership,962
"April 2, 2020",Point Defiance - Tahlequah,2020 Ridership,944
"April 1, 2020",Point Defiance - Tahlequah,2020 Ridership,950
"March 31, 2020",Point Defiance - Tahlequah,2020 Ridership,946
"March 30, 2020",Point Defiance - Tahlequah,2020 Ridership,900
"March 29, 2020",Point Defiance - Tahlequah,2020 Ridership,486
"March 28, 2020",Point Defiance - Tahlequah,2020 Ridership,551
"March 27, 2020",Point Defiance - Tahlequah,2020 Ridership,929
"March 26, 2020",Point Defiance - Tahlequah,2020 Ridership,902
"March 25, 2020",Point Defiance - Tahlequah,2020 Ridership,1030
"March 24, 2020",Point Defiance - Tahlequah,2020 Ridership,1160
"March 23, 2020",Point Defiance - Tahlequah,2020 Ridership,1130
"March 22, 2020",Point Defiance - Tahlequah,2020 Ridership,884
"March 21, 2020",Point Defiance - Tahlequah,2020 Ridership,1124
"March 20, 2020",Point Defiance - Tahlequah,2020 Ridership,1576
"March 19, 2020",Point Defiance - Tahlequah,2020 Ridership,1342
"March 18, 2020",Point Defiance - Tahlequah,2020 Ridership,1384
"March 17, 2020",Point Defiance - Tahlequah,2020 Ridership,1360
"March 16, 2020",Point Defiance - Tahlequah,2020 Ridership,1326
"March 15, 2020",Point Defiance - Tahlequah,2020 Ridership,1372
"March 14, 2020",Point Defiance - Tahlequah,2020 Ridership,1440
"March 13, 2020",Point Defiance - Tahlequah,2020 Ridership,1772
"March 12, 2020",Point Defiance - Tahlequah,2020 Ridership,1766
"March 11, 2020",Point Defiance - Tahlequah,2020 Ridership,1808
"March 10, 2020",Point Defiance - Tahlequah,2020 Ridership,1728
"March 9, 2020",Point Defiance - Tahlequah,2020 Ridership,1828
"March 8, 2020",Point Defiance - Tahlequah,2020 Ridership,1884
"March 7, 2020",Point Defiance - Tahlequah,2020 Ridership,2274
"March 6, 2020",Point Defiance - Tahlequah,2020 Ridership,2110
"March 5, 2020",Point Defiance - Tahlequah,2020 Ridership,1866
"March 4, 2020",Point Defiance - Tahlequah,2020 Ridership,2286
"March 3, 2020",Point Defiance - Tahlequah,2020 Ridership,2052
"March 2, 2020",Point Defiance - Tahlequah,2020 Ridership,1868
"March 1, 2020",Point Defiance - Tahlequah,2020 Ridership,2338
"June 3, 2020",Point Defiance - Tahlequah,2019     Ridership,2330
"June 2, 2020",Point Defiance - Tahlequah,2019     Ridership,2492
"June 1, 2020",Point Defiance - Tahlequah,2019     Ridership,2230
"May 31, 2020",Point Defiance - Tahlequah,2019     Ridership,2276
"May 30, 2020",Point Defiance - Tahlequah,2019     Ridership,2912
"May 29, 2020",Point Defiance - Tahlequah,2019     Ridership,2820
"May 28, 2020",Point Defiance - Tahlequah,2019     Ridership,2374
"May 27, 2020",Point Defiance - Tahlequah,2019     Ridership,2340
"May 26, 2020",Point Defiance - Tahlequah,2019     Ridership,2094
"May 25, 2020",Point Defiance - Tahlequah,2019     Ridership,2632
"May 24, 2020",Point Defiance - Tahlequah,2019     Ridership,3142
"May 23, 2020",Point Defiance - Tahlequah,2019     Ridership,3050
"May 22, 2020",Point Defiance - Tahlequah,2019     Ridership,2728
"May 21, 2020",Point Defiance - Tahlequah,2019     Ridership,2532
"May 20, 2020",Point Defiance - Tahlequah,2019     Ridership,2478
"May 19, 2020",Point Defiance - Tahlequah,2019     Ridership,2128
"May 18, 2020",Point Defiance - Tahlequah,2019     Ridership,2212
"May 17, 2020",Point Defiance - Tahlequah,2019     Ridership,2638
"May 16, 2020",Point Defiance - Tahlequah,2019     Ridership,3032
"May 15, 2020",Point Defiance - Tahlequah,2019     Ridership,2352
"May 14, 2020",Point Defiance - Tahlequah,2019     Ridership,2124
"May 13, 2020",Point Defiance - Tahlequah,2019     Ridership,2560
"May 12, 2020",Point Defiance - Tahlequah,2019     Ridership,2162
"May 11, 2020",Point Defiance - Tahlequah,2019     Ridership,2130
"May 10, 2020",Point Defiance - Tahlequah,2019     Ridership,3548
"May 9, 2020",Point Defiance - Tahlequah,2019     Ridership,3562
"May 8, 2020",Point Defiance - Tahlequah,2019     Ridership,3184
"May 7, 2020",Point Defiance - Tahlequah,2019     Ridership,2758
"May 6, 2020",Point Defiance - Tahlequah,2019     Ridership,2234
"May 5, 2020",Point Defiance - Tahlequah,2019     Ridership,2544
"May 4, 2020",Point Defiance - Tahlequah,2019     Ridership,2120
"May 3, 2020",Point Defiance - Tahlequah,2019     Ridership,2550
"May 2, 2020",Point Defiance - Tahlequah,2019     Ridership,3236
"May 1, 2020",Point Defiance - Tahlequah,2019     Ridership,2382
"April 30, 2020",Point Defiance - Tahlequah,2019     Ridership,2278
"April 29, 2020",Point Defiance - Tahlequah,2019     Ridership,2484
"April 28, 2020",Point Defiance - Tahlequah,2019     Ridership,2258
"April 27, 2020",Point Defiance - Tahlequah,2019     Ridership,2182
"April 26, 2020",Point Defiance - Tahlequah,2019     Ridership,2560
"April 25, 2020",Point Defiance - Tahlequah,2019     Ridership,2702
"April 24, 2020",Point Defiance - Tahlequah,2019     Ridership,2560
"April 23, 2020",Point Defiance - Tahlequah,2019     Ridership,2514
"April 22, 2020",Point Defiance - Tahlequah,2019     Ridership,2246
"April 21, 2020",Point Defiance - Tahlequah,2019     Ridership,2120
"April 20, 2020",Point Defiance - Tahlequah,2019     Ridership,2190
"April 19, 2020",Point Defiance - Tahlequah,2019     Ridership,2966
"April 18, 2020",Point Defiance - Tahlequah,2019     Ridership,3558
"April 17, 2020",Point Defiance - Tahlequah,2019     Ridership,2520
"April 16, 2020",Point Defiance - Tahlequah,2019     Ridership,2304
"April 15, 2020",Point Defiance - Tahlequah,2019     Ridership,2190
"April 14, 2020",Point Defiance - Tahlequah,2019     Ridership,2024
"April 13, 2020",Point Defiance - Tahlequah,2019     Ridership,1729
